group	evalue
Clstr611	Clstr667	0.000375
Clstr611	Clstr669	8.695e-07
Clstr611	Clstr681	8.85e-05
Clstr611	Clstr694	8.07e-07
Clstr611	yanvirus	0.000655
Clstr612	Clstr031	0.000234
Clstr612	Clstr079	2.49e-08
Clstr612	Clstr124	0.0002125
Clstr612	Clstr139	0.000382
Clstr612	Clstr154	2.28e-07
Clstr612	Clstr172	0.000259
Clstr612	Clstr193	0.000522
Clstr612	Clstr200	0.0002595
Clstr612	Clstr204	9.53e-07
Clstr612	Clstr216	2.1e-06
Clstr612	Clstr239	0.000345
Clstr612	Clstr288	0.000555
Clstr612	Clstr357	1.84e-05
Clstr612	Clstr366	0.000102
Clstr612	Clstr369	0.000302
Clstr612	Clstr396	6.84e-07
Clstr612	Clstr441	0.000559
Clstr612	Clstr444	6.93e-05
Clstr612	Clstr448	7.39e-11
Clstr612	Clstr455	2.36e-07
Clstr612	Clstr456	1.1815e-05
Clstr612	Clstr485	0.000169
Clstr612	Clstr530	2.572e-06
Clstr612	Clstr534	0.0003115
Clstr612	Clstr545	0.0002408
Clstr612	Clstr547	7.1e-07
Clstr612	Clstr551	8.02e-06
Clstr612	Clstr581	1.61e-06
Clstr612	Clstr629	1.1e-05
Clstr612	Clstr645	2.1e-06
Clstr612	Clstr665	0.0005076
Clstr612	zhaovirus	0.001
Clstr613	Clstr195	0.000191
Clstr613	Clstr416	3.37e-05
Clstr613	Clstr576	0.000537
Clstr613	Clstr687	0.000389
Clstr614	birna-permutotetra	0.000257
Clstr614	Clstr454	8.72e-05
Clstr614	Clstr576	5.6015e-05
Clstr614	Clstr615	7.6e-06
Clstr614	Clstr694	0.00045
Clstr615	Clstr614	0.001
Clstr616	Clstr105	0.000169
Clstr616	Clstr424	0.001
Clstr616	Clstr558	5.025e-06
Clstr616	Clstr681	0.001
Clstr616	yanvirus	0.001
Clstr617	Clstr018	4.11e-17
Clstr617	Clstr025	1.695e-12
Clstr617	Clstr035	1.45e-10
Clstr617	Clstr039	4.21e-09
Clstr617	Clstr054	7.47e-15
Clstr617	Clstr066	1.24e-11
Clstr617	Clstr074	5.27e-19
Clstr617	Clstr079	3.25e-20
Clstr617	Clstr083	5.74e-07
Clstr617	Clstr084	4.53e-09
Clstr617	Clstr090	3.145e-18
Clstr617	Clstr091	5.28e-24
Clstr617	Clstr095	1.24e-18
Clstr617	Clstr127	6.01e-19
Clstr617	Clstr142	1.24e-17
Clstr617	Clstr182	4.15e-10
Clstr617	Clstr217	4.33e-07
Clstr617	Clstr221	7.365e-07
Clstr617	Clstr230	5.94e-07
Clstr617	Clstr300	1.41e-12
Clstr617	Clstr323	4.795e-17
Clstr617	Clstr367	2.38e-10
Clstr617	Clstr436	1.66e-06
Clstr617	Clstr449	3.775e-07
Clstr617	Clstr503	2.68e-05
Clstr618	Clstr140	0.000102
Clstr618	Clstr171	1.14e-05
Clstr618	Clstr198	5.365e-06
Clstr618	Clstr380	0.001
Clstr620	Clstr529	0.000886
Clstr622	Clstr502	0.000612
Clstr622	Clstr560	0.001
Clstr622	Clstr576	0.000839
Clstr622	Clstr604	0.000269
Clstr623	Clstr087	2.875e-28
Clstr623	Clstr129	4.62e-22
Clstr623	Clstr137	4.955e-30
Clstr623	Clstr168	1.47e-22
Clstr623	Clstr225	7.22e-23
Clstr623	Clstr246	0.000354
Clstr623	Clstr347	7.315e-26
Clstr623	Clstr348	3.34e-35
Clstr623	Clstr389	3.65e-08
Clstr623	Clstr466	1.811e-30
Clstr623	Clstr471	0.000867
Clstr623	Clstr501	2.178e-46
Clstr623	Clstr506	6.67e-30
Clstr623	Clstr526	8.055e-26
Clstr623	Clstr561	9.06e-22
Clstr623	Clstr599	7.02e-30
Clstr623	Clstr601	1.46e-33
Clstr623	Clstr604	1.02e-32
Clstr623	Clstr625	5.36e-23
Clstr623	Clstr649	0.000116
Clstr625	Clstr087	2.96e-17
Clstr625	Clstr129	3.12e-11
Clstr625	Clstr137	7.31e-18
Clstr625	Clstr168	2.38e-13
Clstr625	Clstr225	1.76e-14
Clstr625	Clstr347	8.52e-16
Clstr625	Clstr348	1.95e-19
Clstr625	Clstr387	2.64e-05
Clstr625	Clstr389	1.7845e-05
Clstr625	Clstr466	3.755e-17
Clstr625	Clstr471	0.001
Clstr625	Clstr490	0.00010835
Clstr625	Clstr501	2.14e-20
Clstr625	Clstr506	8.71e-16
Clstr625	Clstr526	1.44e-16
Clstr625	Clstr561	2.58e-18
Clstr625	Clstr599	1.24e-16
Clstr625	Clstr601	1.6e-22
Clstr625	Clstr604	1.098e-17
Clstr625	Clstr623	5.44e-23
Clstr625	Clstr649	1.82e-05
Clstr626	Clstr468	9.115e-10
Clstr627	Clstr444	1.29e-18
Clstr627	Clstr454	1.18e-19
Clstr627	Clstr465	1.02e-06
Clstr627	Clstr558	1.06e-18
Clstr627	Clstr575	1.7e-09
Clstr627	Clstr654	0.0002285
Clstr627	Clstr655	1.2e-09
Clstr627	Clstr692	6.77e-09
Clstr628	Clstr421	6.42e-13
Clstr628	Clstr562	9.66e-15
Clstr629	Clstr031	4.11e-06
Clstr629	Clstr124	2.02e-06
Clstr629	Clstr154	5.395e-07
Clstr629	Clstr172	1.94e-05
Clstr629	Clstr200	6.095e-06
Clstr629	Clstr204	3.855e-05
Clstr629	Clstr208	0.000276
Clstr629	Clstr215	0.000548
Clstr629	Clstr216	2.08e-08
Clstr629	Clstr239	9.01e-06
Clstr629	Clstr266	0.001
Clstr629	Clstr288	1.08e-07
Clstr629	Clstr357	4.81e-07
Clstr629	Clstr366	4.23e-05
Clstr629	Clstr369	1.39e-07
Clstr629	Clstr396	3.58e-06
Clstr629	Clstr441	5.81e-05
Clstr629	Clstr448	1.085e-09
Clstr629	Clstr452	0.001
Clstr629	Clstr454	5.31e-05
Clstr629	Clstr455	0.001
Clstr629	Clstr456	5.535e-05
Clstr629	Clstr474	0.0003288
Clstr629	Clstr485	5.87e-07
Clstr629	Clstr491	0.0008715
Clstr629	Clstr519	9.485e-05
Clstr629	Clstr530	2.48e-07
Clstr629	Clstr547	4.04e-06
Clstr629	Clstr551	0.000187
Clstr629	Clstr566	0.0002081
Clstr629	Clstr581	7.045e-07
Clstr629	Clstr607	1.9e-12
Clstr629	Clstr612	2.77e-05
Clstr629	Clstr645	9.915e-07
Clstr629	Clstr661	6.89715e-06
Clstr629	Clstr665	0.000249
Clstr629	Clstr673	0.0006675
Clstr629	Clstr695	1.851e-05
Clstr630	Clstr080	0.001
Clstr630	Clstr206	0.001
Clstr630	Clstr260	0.000216
Clstr630	Clstr301	0.000492
Clstr630	Clstr368	7.605e-09
Clstr630	Clstr410	0.001
Clstr630	Clstr477	0.000114
Clstr630	Clstr487	0.000748
Clstr630	Clstr690	5.73e-07
Clstr631	Clstr087	0.000101
Clstr631	Clstr299	0.000385
Clstr631	Clstr321	0.000131
Clstr631	Clstr349	0.000322
Clstr631	Clstr422	1.400000248e-18
Clstr631	Clstr439	1.74e-05
Clstr631	Clstr442	0.0002765
Clstr631	Clstr611	0.0008615
Clstr631	Clstr643	0.000744
Clstr631	Clstr651	6.76e-06
Clstr632	Clstr038	4.765e-05
Clstr632	Clstr638	3.95e-06
Clstr633	Clstr045	9.365e-11
Clstr633	Clstr103	5.6e-19
Clstr633	Clstr120	4.05e-06
Clstr633	Clstr146	1.325e-07
Clstr633	Clstr165	5.88e-09
Clstr633	Clstr196	2.15e-09
Clstr633	Clstr224	9.39e-06
Clstr633	Clstr241	7.36e-07
Clstr633	Clstr264	1.79e-08
Clstr633	Clstr341	3.99e-06
Clstr633	Clstr527	8.55e-11
Clstr633	Clstr646	4.03e-09
Clstr634	Clstr215	0.00053
Clstr634	Clstr396	0.000289
Clstr634	Clstr547	0.000502
Clstr634	Clstr698	0.001
Clstr635	Clstr045	1.225e-05
Clstr635	Clstr047	4.85e-20
Clstr635	Clstr077	4.175e-29
Clstr635	Clstr094	0.001
Clstr635	Clstr146	1.27e-05
Clstr635	Clstr165	5.6e-06
Clstr635	Clstr169	3.56e-07
Clstr635	Clstr196	8.335e-05
Clstr635	Clstr224	1.77e-06
Clstr635	Clstr264	4.165e-07
Clstr635	Clstr306	0.001
Clstr635	Clstr341	0.00089
Clstr635	Clstr375	1.37e-07
Clstr635	Clstr377	2.1595e-06
Clstr635	Clstr384	2.675e-05
Clstr635	Clstr418	0.0007495
Clstr635	Clstr527	2.3005e-05
Clstr635	Clstr528	4.68e-06
Clstr635	Clstr646	1.063e-05
Clstr635	Clstr686	4.6475e-06
Clstr635	Clstr703	4.27e-13
Clstr637	Clstr062	3.05e-25
Clstr637	Clstr156	1.555e-25
Clstr637	Clstr185	1.97e-13
Clstr637	Clstr235	7.89e-13
Clstr637	Clstr400	1.47e-08
Clstr638	Clstr009	0.001
Clstr638	Clstr038	6.09e-05
Clstr638	Clstr428	0.000564
Clstr638	Clstr632	5.13e-06
Clstr639	Clstr080	0.001
Clstr639	Clstr324	0.000116
Clstr639	Clstr424	0.000835
Clstr641	Clstr222	8.57e-11
Clstr642	Clstr110	1.91e-08
Clstr642	Clstr118	6.71e-07
Clstr642	Clstr163	2e-08
Clstr642	Clstr246	1.09e-07
Clstr642	Clstr389	1.51e-05
Clstr642	Clstr471	6.81e-08
Clstr642	Clstr490	5.92e-07
Clstr642	Clstr515	3.12e-07
Clstr643	Clstr041	0.0007685
Clstr643	Clstr097	7.205e-05
Clstr643	Clstr173	1.81e-05
Clstr643	Clstr210	0.001
Clstr643	Clstr227	5.78e-05
Clstr643	Clstr252	0.000106
Clstr643	Clstr263	0.000595
Clstr643	Clstr299	0.000351
Clstr643	Clstr328	0.000416
Clstr643	Clstr338	0.000406
Clstr643	Clstr422	1.58e-05
Clstr643	Clstr424	0.0003545
Clstr643	Clstr432	0.000721
Clstr643	Clstr439	7.2e-05
Clstr643	Clstr442	6.37e-09
Clstr643	Clstr513	0.000381
Clstr643	Clstr597	0.000464
Clstr643	Clstr608	0.000348
Clstr643	Clstr611	6.52e-07
Clstr643	Clstr631	0.000835
Clstr643	Clstr653	3.285e-06
Clstr643	Clstr658	0.00011855
Clstr643	Clstr669	2.395e-05
Clstr643	Clstr694	0.000111
Clstr644	Clstr359	0.001
Clstr644	Clstr362	7.21e-05
Clstr645	Clstr031	5.995e-09
Clstr645	Clstr124	8.87e-08
Clstr645	Clstr172	4.91e-07
Clstr645	Clstr200	1.895e-10
Clstr645	Clstr204	1.38e-06
Clstr645	Clstr205	0.0006225
Clstr645	Clstr216	3.48e-08
Clstr645	Clstr239	2.91e-06
Clstr645	Clstr288	0.000117
Clstr645	Clstr357	3.095e-10
Clstr645	Clstr366	5.525e-07
Clstr645	Clstr369	0.001
Clstr645	Clstr396	2.215e-07
Clstr645	Clstr397	0.00010485
Clstr645	Clstr441	0.000313
Clstr645	Clstr448	3.31e-12
Clstr645	Clstr456	0.0001585
Clstr645	Clstr470	0.0003565
Clstr645	Clstr485	0.000313
Clstr645	Clstr519	1.475e-07
Clstr645	Clstr530	1.66e-06
Clstr645	Clstr551	5.01e-05
Clstr645	Clstr566	6.75e-05
Clstr645	Clstr581	0.000136
Clstr645	Clstr607	1.2e-06
Clstr645	Clstr612	0.000199
Clstr645	Clstr629	9.35e-07
Clstr645	Clstr661	0.00033635
Clstr645	Clstr665	3.4e-06
Clstr645	Clstr673	4.189e-08
Clstr645	Clstr695	1.22e-05
Clstr646	Clstr045	1.43e-07
Clstr646	Clstr047	1.14e-06
Clstr646	Clstr077	2.185e-07
Clstr646	Clstr094	0.000486
Clstr646	Clstr103	1.245e-10
Clstr646	Clstr120	2.8e-15
Clstr646	Clstr146	8.47e-08
Clstr646	Clstr153	3.755e-05
Clstr646	Clstr165	5.48e-07
Clstr646	Clstr169	2.44e-07
Clstr646	Clstr175	0.000102
Clstr646	Clstr196	2.64e-05
Clstr646	Clstr224	3.03e-07
Clstr646	Clstr241	1.27e-06
Clstr646	Clstr264	1.24e-06
Clstr646	Clstr306	4.58e-05
Clstr646	Clstr341	3.07e-05
Clstr646	Clstr375	4.72e-09
Clstr646	Clstr377	6.07e-08
Clstr646	Clstr384	1.0155e-07
Clstr646	Clstr418	1.385e-14
Clstr646	Clstr527	7.99e-07
Clstr646	Clstr528	5.39e-14
Clstr646	Clstr633	3.71e-09
Clstr646	Clstr635	6.5e-06
Clstr646	Clstr686	3e-07
Clstr646	zhaovirus	0.0004585
Clstr648	Clstr303	0.00081
Clstr648	Clstr511	3.24e-06
Clstr648	Clstr684	1.87e-07
Clstr649	Clstr087	0.000521
Clstr649	Clstr137	0.0001295
Clstr649	Clstr168	0.000203
Clstr649	Clstr225	0.000134
Clstr649	Clstr347	1.1715e-05
Clstr649	Clstr348	0.000154
Clstr649	Clstr466	0.000737
Clstr649	Clstr501	0.000379
Clstr649	Clstr506	7.755e-05
Clstr649	Clstr561	1.48e-05
Clstr649	Clstr599	0.000341
Clstr649	Clstr601	0.0001575
Clstr649	Clstr623	0.000162
Clstr649	Clstr625	2.72e-05
Clstr650	Clstr041	4.16e-05
Clstr650	Clstr051	0.0001135
Clstr650	Clstr075	6.15e-05
Clstr650	Clstr082	0.000887
Clstr650	Clstr097	1.78e-06
Clstr650	Clstr107	0.000312
Clstr650	Clstr135	0.001
Clstr650	Clstr159	0.001
Clstr650	Clstr173	9.36e-05
Clstr650	Clstr179	0.000853
Clstr650	Clstr184	0.000138
Clstr650	Clstr188	0.000124
Clstr650	Clstr210	0.000731
Clstr650	Clstr219	3.1e-05
Clstr650	Clstr220	2.09e-05
Clstr650	Clstr227	0.000398
Clstr650	Clstr247	8.99e-05
Clstr650	Clstr263	5.63e-07
Clstr650	Clstr276	1.11e-05
Clstr650	Clstr299	1.155e-05
Clstr650	Clstr321	0.000208
Clstr650	Clstr328	0.0001505
Clstr650	Clstr338	1.02e-06
Clstr650	Clstr349	2.72e-05
Clstr650	Clstr406	1.55e-07
Clstr650	Clstr416	0.000356
Clstr650	Clstr424	1.46e-06
Clstr650	Clstr439	0.000261
Clstr650	Clstr442	3.89e-06
Clstr650	Clstr446	5.03e-08
Clstr650	Clstr457	6.8e-05
Clstr650	Clstr464	0.000192
Clstr650	Clstr475	0.000548
Clstr650	Clstr486	8.905e-06
Clstr650	Clstr500	2.01e-06
Clstr650	Clstr507	9.68e-06
Clstr650	Clstr576	4.5e-05
Clstr650	Clstr593	0.000142
Clstr650	Clstr597	1.32e-10
Clstr650	Clstr606	0.001
Clstr650	Clstr611	2.28e-06
Clstr650	Clstr643	0.000817
Clstr650	Clstr653	0.000342
Clstr650	Clstr658	0.000308
Clstr650	Clstr669	2.255e-05
Clstr650	Clstr681	6.34e-07
Clstr650	Clstr694	3.785e-06
Clstr650	tombus-noda	0.000621
Clstr651	Clstr097	0.000232
Clstr651	Clstr184	0.0004625
Clstr651	Clstr219	0.001
Clstr651	Clstr220	0.001
Clstr651	Clstr227	4.88e-05
Clstr651	Clstr276	0.000573
Clstr651	Clstr321	0.000417
Clstr651	Clstr406	0.00029
Clstr651	Clstr424	0.001
Clstr651	Clstr464	0.001
Clstr651	Clstr500	0.00068
Clstr651	Clstr597	5.09e-05
Clstr651	Clstr611	0.000503
Clstr652	Clstr484	3.54e-06
Clstr653	Clstr041	0.0004805
Clstr653	Clstr097	0.0003195
Clstr653	Clstr135	0.0004815
Clstr653	Clstr173	1.24e-05
Clstr653	Clstr210	4.55e-05
Clstr653	Clstr220	0.001
Clstr653	Clstr256	0.001
Clstr653	Clstr257	0.001
Clstr653	Clstr276	0.000415
Clstr653	Clstr299	2.08e-05
Clstr653	Clstr406	0.000736
Clstr653	Clstr416	0.00014
Clstr653	Clstr424	0.00027
Clstr653	Clstr432	6.25e-05
Clstr653	Clstr439	0.0003735
Clstr653	Clstr442	7.035e-08
Clstr653	Clstr486	0.001
Clstr653	Clstr500	0.00047
Clstr653	Clstr557	6.46e-05
Clstr653	Clstr597	0.0002115
Clstr653	Clstr611	0.0001145
Clstr653	Clstr643	1.75e-06
Clstr653	Clstr650	0.001
Clstr653	Clstr658	6.93e-05
Clstr653	Clstr669	6.5e-05
Clstr653	Clstr694	0.000632
Clstr654	Clstr444	0.000197
Clstr654	Clstr465	2.45e-06
Clstr654	Clstr550	0.0004375
Clstr654	Clstr558	6.959e-09
Clstr654	Clstr627	0.000221
Clstr654	Clstr655	0.000311
Clstr654	Clstr692	0.00014
Clstr655	Clstr444	1.577e-12
Clstr655	Clstr454	2.9e-57
Clstr655	Clstr465	4.005e-14
Clstr655	Clstr550	0.000396
Clstr655	Clstr558	2.705e-24
Clstr655	Clstr575	3.43e-62
Clstr655	Clstr627	1.48e-09
Clstr655	Clstr654	0.000334
Clstr655	Clstr692	7.46e-20
Clstr656	Clstr525	5.449e-05
Clstr657	Clstr337	1.63765e-07
Clstr657	Clstr365	3.825e-14
Clstr657	Clstr374	2.7335e-15
Clstr658	Clstr041	0.000158
Clstr658	Clstr051	0.000863
Clstr658	Clstr075	0.001
Clstr658	Clstr097	8.975e-05
Clstr658	Clstr135	3.07e-05
Clstr658	Clstr173	2.84e-05
Clstr658	Clstr184	0.000567
Clstr658	Clstr210	1.14e-05
Clstr658	Clstr219	0.001
Clstr658	Clstr220	0.000362
Clstr658	Clstr250	0.000578
Clstr658	Clstr257	0.001
Clstr658	Clstr263	9.38e-05
Clstr658	Clstr276	3.65e-05
Clstr658	Clstr299	7.53e-05
Clstr658	Clstr321	3.12e-05
Clstr658	Clstr406	5.695e-05
Clstr658	Clstr416	1.91e-05
Clstr658	Clstr424	9.655e-05
Clstr658	Clstr432	7.695e-05
Clstr658	Clstr439	0.000123
Clstr658	Clstr442	2.28e-06
Clstr658	Clstr486	0.000209
Clstr658	Clstr500	0.0003065
Clstr658	Clstr518	0.000509
Clstr658	Clstr593	0.000587
Clstr658	Clstr597	0.000744
Clstr658	Clstr611	3.985e-05
Clstr658	Clstr643	8.305e-05
Clstr658	Clstr650	0.000394
Clstr658	Clstr653	6.22e-05
Clstr658	Clstr669	0.000126
Clstr658	Clstr694	0.0001315
Clstr660	Clstr406	0.001
Clstr661	Clstr031	3.48e-07
Clstr661	Clstr070	0.00024
Clstr661	Clstr106	0.000704
Clstr661	Clstr124	1.64e-07
Clstr661	Clstr154	3.73e-05
Clstr661	Clstr172	3.62e-06
Clstr661	Clstr200	5.51e-06
Clstr661	Clstr204	1.36e-05
Clstr661	Clstr205	6.41e-05
Clstr661	Clstr208	5.54e-06
Clstr661	Clstr216	5.2e-10
Clstr661	Clstr357	5.845e-09
Clstr661	Clstr366	5.24e-05
Clstr661	Clstr369	5.705e-08
Clstr661	Clstr396	2.7435e-05
Clstr661	Clstr441	4.235e-05
Clstr661	Clstr448	8.4e-07
Clstr661	Clstr455	5.6e-05
Clstr661	Clstr456	3.345e-06
Clstr661	Clstr485	1.269e-05
Clstr661	Clstr519	5.15e-05
Clstr661	Clstr530	1.12e-06
Clstr661	Clstr546	0.000451
Clstr661	Clstr547	1.3925e-06
Clstr661	Clstr550	2.66e-05
Clstr661	Clstr551	3.8e-05
Clstr661	Clstr581	2e-06
Clstr661	Clstr607	4.47e-08
Clstr661	Clstr629	1.0013e-05
Clstr661	Clstr645	0.0004311
Clstr661	Clstr665	1.2e-05
Clstr661	Clstr673	2.46e-06
Clstr662	Clstr369	0.000171
Clstr664	Clstr043	1.09e-05
Clstr664	Clstr060	2.33e-06
Clstr664	Clstr067	1.22e-05
Clstr664	Clstr469	8.48e-06
Clstr664	Clstr494	5.275e-08
Clstr664	Clstr510	4.445e-05
Clstr664	Clstr548	0.000664
Clstr664	Clstr549	3.31e-08
Clstr664	Clstr586	8.095e-06
Clstr664	Clstr666	0.000415
Clstr665	Clstr031	2.03e-07
Clstr665	Clstr124	1.89e-07
Clstr665	Clstr172	1.32e-05
Clstr665	Clstr200	6.84e-08
Clstr665	Clstr204	6.19e-06
Clstr665	Clstr205	0.000334
Clstr665	Clstr216	3.225e-10
Clstr665	Clstr239	0.000408
Clstr665	Clstr288	0.000494
Clstr665	Clstr357	4.25e-08
Clstr665	Clstr366	2.1e-06
Clstr665	Clstr396	8.53e-07
Clstr665	Clstr397	0.0008145
Clstr665	Clstr448	5.875e-06
Clstr665	Clstr456	2.41e-05
Clstr665	Clstr470	0.000851
Clstr665	Clstr519	2.8925e-06
Clstr665	Clstr530	2.724e-05
Clstr665	Clstr566	1.88e-05
Clstr665	Clstr581	0.001
Clstr665	Clstr607	4.12e-08
Clstr665	Clstr629	0.000185
Clstr665	Clstr645	3.205e-06
Clstr665	Clstr661	8.77e-06
Clstr665	Clstr673	5.75e-06
Clstr665	Clstr695	0.000836
Clstr665	Clstr696	2.28e-05
Clstr666	Clstr043	0.001
Clstr666	Clstr060	0.0006465
Clstr666	Clstr067	0.0003305
Clstr666	Clstr457	0.001
Clstr666	Clstr469	0.001
Clstr666	Clstr494	0.00014
Clstr666	Clstr548	0.000206
Clstr666	Clstr549	6.245e-05
Clstr666	Clstr664	0.00034
Clstr667	Clstr186	0.001
Clstr667	Clstr442	0.0001355
Clstr667	Clstr611	0.000575
Clstr668	Clstr257	0.000767
Clstr668	Clstr259	1.16e-09
Clstr668	Clstr445	0.000362
Clstr669	Clstr041	1.67e-07
Clstr669	Clstr051	1.2585e-05
Clstr669	Clstr059	2.87e-10
Clstr669	Clstr075	1.73e-06
Clstr669	Clstr097	4.635e-06
Clstr669	Clstr107	0.000867
Clstr669	Clstr159	0.000132
Clstr669	Clstr173	4.7e-05
Clstr669	Clstr184	0.0005325
Clstr669	Clstr188	0.000136
Clstr669	Clstr210	1.44e-06
Clstr669	Clstr219	3.58e-05
Clstr669	Clstr220	0.000397
Clstr669	Clstr227	6.71e-05
Clstr669	Clstr257	0.000311
Clstr669	Clstr263	7.1e-07
Clstr669	Clstr276	5.585e-05
Clstr669	Clstr299	0.000164
Clstr669	Clstr321	0.00035
Clstr669	Clstr324	0.000144
Clstr669	Clstr338	0.000126
Clstr669	Clstr349	4.43e-05
Clstr669	Clstr424	1.6e-05
Clstr669	Clstr442	1.035e-07
Clstr669	Clstr457	8.46e-05
Clstr669	Clstr464	0.0001405
Clstr669	Clstr486	4.46e-05
Clstr669	Clstr500	1.58e-06
Clstr669	Clstr507	0.0002395
Clstr669	Clstr541	5.64e-05
Clstr669	Clstr593	4.7025e-05
Clstr669	Clstr597	0.001
Clstr669	Clstr606	1.4e-05
Clstr669	Clstr611	1.4275e-07
Clstr669	Clstr643	1.5125e-05
Clstr669	Clstr650	3.47e-05
Clstr669	Clstr653	4.025e-05
Clstr669	Clstr658	8.03e-05
Clstr670	Clstr005	0.001
Clstr670	Clstr008	1.16e-08
Clstr670	Clstr014	6.275e-05
Clstr670	Clstr019	0.0004005
Clstr670	Clstr024	0.000135
Clstr670	Clstr029	0.0002385
Clstr670	Clstr086	3.76e-07
Clstr670	Clstr108	3.88e-10
Clstr670	Clstr113	1.29e-06
Clstr670	Clstr122	8.63e-07
Clstr670	Clstr279	7.965e-13
Clstr670	Clstr330	1.355e-05
Clstr670	Clstr476	0.001
Clstr670	Clstr674	4.96e-05
Clstr671	Clstr561	0.000265
Clstr671	Clstr592	0.001
Clstr671	Clstr678	0.000448
Clstr673	Clstr031	2.54e-05
Clstr673	Clstr070	7.28e-15
Clstr673	Clstr124	0.000284
Clstr673	Clstr139	3.26e-05
Clstr673	Clstr147	0.000629
Clstr673	Clstr154	0.000381
Clstr673	Clstr172	0.0001885
Clstr673	Clstr200	0.000258
Clstr673	Clstr204	0.000702
Clstr673	Clstr205	9.04e-19
Clstr673	Clstr216	7.82e-06
Clstr673	Clstr236	0.000483
Clstr673	Clstr266	4.33e-14
Clstr673	Clstr357	5.86e-07
Clstr673	Clstr369	1.7e-05
Clstr673	Clstr448	0.000479
Clstr673	Clstr470	0.001
Clstr673	Clstr485	0.000477
Clstr673	Clstr488	1.8e-05
Clstr673	Clstr491	0.000679
Clstr673	Clstr530	2.982295e-06
Clstr673	Clstr546	1.34e-05
Clstr673	Clstr558	0.001
Clstr673	Clstr566	3.3739e-06
Clstr673	Clstr581	0.00012525
Clstr673	Clstr607	4.57e-06
Clstr673	Clstr629	0.000745
Clstr673	Clstr645	5.2475e-08
Clstr673	Clstr661	2.31e-06
Clstr673	Clstr665	7.37e-06
Clstr674	Clstr008	1.78e-06
Clstr674	Clstr014	8.39e-05
Clstr674	Clstr019	0.001
Clstr674	Clstr024	0.000701
Clstr674	Clstr029	0.000314
Clstr674	Clstr086	9.475e-05
Clstr674	Clstr108	2.97e-06
Clstr674	Clstr113	0.00015
Clstr674	Clstr122	0.000505
Clstr674	Clstr265	0.00087
Clstr674	Clstr279	2.52e-08
Clstr674	Clstr281	0.000248
Clstr674	Clstr330	4.31e-07
Clstr674	Clstr670	4.245e-05
Clstr676	Clstr073	1.16e-09
Clstr676	Clstr330	0.001
Clstr677	Clstr298	0.000832
Clstr677	Clstr401	0.000432
Clstr678	Clstr671	0.000298
Clstr679	Clstr052	8.63e-07
Clstr679	Clstr056	6.29e-07
Clstr679	Clstr063	2.64e-06
Clstr679	Clstr298	0.000693
Clstr679	Clstr312	4.25e-09
Clstr679	cysto	0.000682
Clstr680	Clstr171	0.000375
Clstr680	Clstr571	0.00050292
Clstr681	Clstr041	0.001
Clstr681	Clstr097	0.001
Clstr681	Clstr107	0.000727
Clstr681	Clstr173	0.001
Clstr681	Clstr188	0.001
Clstr681	Clstr247	2.07e-05
Clstr681	Clstr263	0.001
Clstr681	Clstr276	0.000234
Clstr681	Clstr299	0.000328
Clstr681	Clstr321	8.83e-05
Clstr681	Clstr328	4.265e-07
Clstr681	Clstr349	0.000535
Clstr681	Clstr406	0.000728
Clstr681	Clstr412	0.000531
Clstr681	Clstr424	0.000209
Clstr681	Clstr442	3.8e-07
Clstr681	Clstr446	4.095e-06
Clstr681	Clstr486	0.000473
Clstr681	Clstr500	0.000538
Clstr681	Clstr507	1.17e-11
Clstr681	Clstr597	0.0001185
Clstr681	Clstr606	7.17e-06
Clstr681	Clstr611	5.72e-05
Clstr681	Clstr616	0.000609
Clstr681	Clstr650	7.445e-07
Clstr681	Clstr694	0.000341
Clstr682	Clstr351	7.03e-05
Clstr683	Clstr101	3.97e-05
Clstr683	Clstr462	0.000467
Clstr683	Clstr544	0.000327
Clstr684	Clstr511	8.93e-07
Clstr684	Clstr648	1.84e-07
Clstr685	Clstr045	0.000493
Clstr685	Clstr094	8.96e-06
Clstr685	Clstr121	0.001
Clstr685	Clstr146	0.000179
Clstr685	Clstr153	1.37e-12
Clstr685	Clstr157	0.00041
Clstr685	Clstr165	0.000893
Clstr685	Clstr169	9.465e-05
Clstr685	Clstr175	2.82e-07
Clstr685	Clstr194	3.25e-05
Clstr685	Clstr196	0.001
Clstr685	Clstr224	0.000395
Clstr685	Clstr264	0.001
Clstr685	Clstr341	2.26e-08
Clstr685	Clstr375	0.00049
Clstr685	Clstr377	0.0004685
Clstr685	Clstr384	0.0006975
Clstr685	Clstr560	1.69e-05
Clstr685	Clstr686	1.71e-05
Clstr685	zhaovirus	4.06e-10
Clstr686	Clstr045	8.62e-08
Clstr686	Clstr047	3.775e-08
Clstr686	Clstr077	4.595e-09
Clstr686	Clstr094	2.85e-05
Clstr686	Clstr120	0.001
Clstr686	Clstr146	2.45e-08
Clstr686	Clstr153	2.52e-06
Clstr686	Clstr165	6.21e-08
Clstr686	Clstr169	1.82e-11
Clstr686	Clstr175	1.945e-05
Clstr686	Clstr194	4.3e-05
Clstr686	Clstr196	1.27e-07
Clstr686	Clstr224	7.32e-08
Clstr686	Clstr241	2.71e-07
Clstr686	Clstr264	8.09e-06
Clstr686	Clstr306	1.785e-11
Clstr686	Clstr341	3.18e-06
Clstr686	Clstr375	1.2225e-10
Clstr686	Clstr377	4.26e-11
Clstr686	Clstr384	7.65e-09
